,company_permalink,unique_investors,median_investor_value
827,/organization/advanced-inquiry-systems-inc,6,9.0
830,/organization/advanced-manufacturing-control-systems,7,8.0
831,/organization/advanced-marketing-media-group,1,7.0
834,/organization/advanced-mem-tech,1,5.0
836,/organization/advanced-micro-fabrication-equipment,7,9.0
837,/organization/advanced-ophthalmic-pharma,2,4.5
838,/organization/advanced-photonix,1,9.0
839,/organization/advanced-power-projects,3,9.0
840,/organization/advanced-seismic-technologies,1,4.0
841,/organization/advanced-tec-materials,1,7.0
842,/organization/advanced-telemetry,1,8.0
843,/organization/advandx,3,9.0
844,/organization/advanova,2,9.0
845,/organization/advantagene,1,7.0
846,/organization/advasense,5,9.0
847,/organization/advent-solar,4,9.0
849,/organization/adventenna,3,9.0
850,/organization/adventi,2,8.0
851,/organization/adventoris,2,5.5
852,/organization/adventrx-pharmaceuticals,1,9.0
853,/organization/adventure-bucket-list,1,9.0
854,/organization/adventure-local,1,5.0
855,/organization/adventurelink,2,7.0
856,/organization/advercar,6,5.5
857,/organization/adverseevents,3,4.0
858,/organization/advestigo,3,8.0
859,/organization/advice-hub,1,9.0
860,/organization/advice-wallet,3,1.0
861,/organization/adviceiq,2,4.5
863,/organization/adviqo,3,7.0
864,/organization/advision-media,2,8.5
865,/organization/advisorconnect,1,5.0
866,/organization/advitech,1,8.0
867,/organization/advizzer,1,5.0
868,/organization/adwanted,1,0.0
869,/organization/adwhirl,1,9.0
870,/organization/adwings,1,0.0
871,/organization/adwired,2,5.0
872,/organization/adwo-media-holdings,1,9.0
873,/organization/adworx,1,9.0
874,/organization/adxpose,2,9.0
875,/organization/adyapper-com,8,7.5
876,/organization/adyen,1,9.0
877,/organization/adynxx,1,9.0
878,/organization/adyoulike,2,9.0
879,/organization/adyounet,3,6.0
880,/organization/adype-llc,1,1.0
881,/organization/adyuka-2,1,4.0
882,/organization/adzcentral,2,6.0
883,/organization/adzerk,6,5.5
884,/organization/adzilla,2,9.0
885,/organization/adzuna,3,8.0
886,/organization/aea-technology,1,7.0
887,/organization/aegea-medical,3,9.0
888,/organization/aegis,3,9.0
889,/organization/aegis-identity-software,1,2.0
891,/organization/aeglea-biotherapeutics,3,6.0
892,/organization/aehr-test-systems,1,9.0
893,/organization/aeluros,4,9.0
894,/organization/aentropico,3,7.5
895,/organization/aeonmed-medical-treatment,1,9.0
896,/organization/aepona,10,9.0
897,/organization/aereo,9,9.0
898,/organization/aeria,2,9.0
899,/organization/aerial-biopharma,1,1.0
900,/organization/aerie-pharmaceuticals,6,9.0
901,/organization/aero-glass,1,0.0
903,/organization/aerodron,2,1.0
904,/organization/aerofarms,1,8.0
905,/organization/aerofs,12,9.0
906,/organization/aerohive-networks,6,9.0
908,/organization/aerosat-corporation,4,8.0
909,/organization/aeroscout,7,9.0
910,/organization/aerospike,5,9.0
911,/organization/aerovance,10,9.0
912,/organization/aerpio-therapeutics,8,9.0
913,/organization/aeryon-labs,1,8.0
914,/organization/aetel,1,3.0
915,/organization/aetherpal,2,9.0
916,/organization/aethon,1,9.0
917,/organization/af83,1,1.0
918,/organization/affaredelgiorno,2,6.5
919,/organization/affashion,1,5.0
920,/organization/affectiva,5,8.5
921,/organization/affectv,2,9.0
922,/organization/afferent-pharmaceuticals,4,9.0
923,/organization/affibody,1,7.0
924,/organization/affimed-therapeutics,5,9.0
925,/organization/affinaquest,1,0.0
926,/organization/affinergy,4,6.5
927,/organization/affineti-biologics,1,4.0
928,/organization/affinimark-technologies,2,9.0
929,/organization/affinion-group,1,6.0
930,/organization/affinitas,4,9.0
931,/organization/affinity-china,3,9.0
932,/organization/affinity-com,2,9.0
933,/organization/affinity-is,1,9.0
934,/organization/affinity-networks,2,5.0
935,/organization/affinity-solutions,1,8.0
936,/organization/affinitycircles,3,7.0
937,/organization/affinitylabs,3,9.0
938,/organization/affinium-pharmaceuticals,4,9.0
939,/organization/affinnova,2,9.0
940,/organization/affiris,1,8.0
941,/organization/affirm,3,9.0
942,/organization/affirmed-networks,7,9.0
943,/organization/affle,3,7.5
944,/organization/affomix-corporation,3,8.0
945,/organization/affordit-com,3,8.0
946,/organization/afg-media,1,9.0
947,/organization/afluenta,1,7.0
948,/organization/aframe,10,4.5
950,/organization/afrifresh-group,1,9.0
951,/organization/afrigator-internet,1,0.0
952,/organization/afrimarket,1,9.0
953,/organization/afs-technology,3,7.5
954,/organization/afterbot,1,9.0
955,/organization/aftercollege-com,1,8.0
957,/organization/aftership,2,8.0
958,/organization/aftersteps,1,8.0
959,/organization/afteryes,1,1.0
960,/organization/ag-p,2,8.0
961,/organization/against-intuition,5,8.5
962,/organization/agari-data,6,9.0
964,/organization/agavoo-videocoferencing,1,4.0
965,/organization/agbiome,4,9.0
966,/organization/ageia-technologies,7,9.0
967,/organization/agelon,1,5.0
968,/organization/agencourt-bioscience,2,8.0
969,/organization/agencyq,1,9.0
971,/organization/agendia,7,9.0
972,/organization/agendize,4,5.5
973,/organization/agensys,8,9.0
974,/organization/agent-ace,2,9.0
976,/organization/agent-video-intelligence,1,8.0
977,/organization/agentec,1,8.0
978,/organization/agentek,1,9.0
979,/organization/agentpair,1,0.0
980,/organization/agentpiggy,2,8.0
981,/organization/agentrun,1,0.0
982,/organization/agenus,3,8.0
983,/organization/ageto-service,1,4.0
985,/organization/aggregateknowledge,6,9.0
986,/organization/agi-biopharmaceuticals,1,7.0
987,/organization/agile,1,9.0
988,/organization/agile-customer-insight,1,8.0
989,/organization/agile-energy,1,9.0
990,/organization/agile-group,1,8.0
991,/organization/agile-health,1,7.0
992,/organization/agile-media-network,1,9.0
993,/organization/agile-systems,5,8.0
994,/organization/agile-therapeutics,6,9.0
995,/organization/agile-wind-power,2,7.5
996,/organization/agilej-limited,1,2.0
997,/organization/agilemd,2,8.5
998,/organization/agilence,4,9.0
999,/organization/agilesource,1,6.0
1000,/organization/agiliance,6,9.0
1001,/organization/agilis-systems,2,5.0
1003,/organization/agility-design-solutions,3,9.0
1004,/organization/agillic,2,9.0
1005,/organization/agilone,5,9.0
1006,/organization/agilum-healthcare-intelligence,4,8.0
1007,/organization/agily-networks,1,1.0
1008,/organization/agilys,1,8.0
1009,/organization/agilyx,6,9.0
1010,/organization/agios-pharmaceuticals,4,9.0
1011,/organization/agistics,1,9.0
1012,/organization/agitar,3,9.0
1013,/organization/agito-networks,2,9.0
1014,/organization/aglocal,14,5.0
1015,/organization/aglogic,2,2.5
1016,/organization/agm-automotive,1,9.0
1017,/organization/agmi-systems,8,9.0
1018,/organization/agnion-energy,1,9.0
1019,/organization/agnitio,5,9.0
1020,/organization/agnitus,2,9.0
1021,/organization/agolo,1,5.0
1022,/organization/agora-mobile,2,4.0
1023,/organization/agorize,3,8.0
1024,/organization/agoura-technologies,1,9.0
1025,/organization/agradis,1,9.0
1026,/organization/agraquest,3,8.0
1027,/organization/agreement24-avtal24,2,7.0
1028,/organization/agreeya-mobility,2,9.0
1031,/organization/agricultural-food-systems-llc,2,0.5
1032,/organization/agrimaps,1,8.0
1033,/organization/agrisoma-biosciences,5,9.0
1034,/organization/agrivida,9,9.0
1035,/organization/agronomic-technology,1,9.0
1036,/organization/agrosavfe,2,8.5
1037,/organization/agworld-pty-ltd,2,8.0
1038,/organization/aha-mobile,1,9.0
1039,/organization/ahalife,3,9.0
1040,/organization/ahalogy,11,8.0
1042,/organization/ahiku-corp,1,1.0
1043,/organization/ahonya,2,3.5
1044,/organization/ahorro-libre,1,9.0
1045,/organization/ahoydoc,1,6.0
1046,/organization/ahura-scientific,5,9.0
1047,/organization/ai-exchange,4,9.0
1048,/organization/ai-merchant,1,8.0
1049,/organization/ai-patents,1,5.0
1050,/organization/aibo,3,9.0
1051,/organization/aicent,3,9.0
1052,/organization/aicuris,1,8.0
1053,/organization/aider,2,2.0
1054,/organization/aiderss,1,9.0
1055,/organization/aidin,5,9.0
1056,/organization/aifotec,1,7.0
1057,/organization/aigou,3,9.0
1058,/organization/aihit,2,9.0
1059,/organization/aihuishou,2,9.0
1060,/organization/aileron-therapeutics,7,9.0
1061,/organization/ailola,1,8.0
1062,/organization/ailvxing-net,1,9.0
1063,/organization/aimetis,1,8.0
1064,/organization/aiming,3,8.0
1065,/organization/aimm-therapeutics,1,0.0
1067,/organization/ainstec-financial-reconciliation,1,0.0
1068,/organization/aiotra,1,8.0
1069,/organization/aiotv-inc,2,7.5
1070,/organization/aipai,4,9.0
1072,/organization/air-semiconductor,1,9.0
1073,/organization/air2web,4,9.0
1074,/organization/airband-communications-holdings,6,9.0
1075,/organization/airbiquity,4,7.5
1076,/organization/airbnb,18,9.0
1077,/organization/airborne-mobile,2,5.5
1079,/organization/airbrite,2,9.0
1080,/organization/aircare,1,8.0
1081,/organization/aircell,1,8.0
1082,/organization/airclic,7,7.0
1083,/organization/aircom,1,9.0
1084,/organization/aircraft-logs,1,8.0
1086,/organization/airec,2,8.0
1087,/organization/airex-energy,1,4.0
1088,/organization/airgain,2,7.5
1089,/organization/airinspace,2,7.5
1090,/organization/airmedia-2,5,5.0
1091,/organization/airnet-communications,1,7.0
1092,/organization/airpair,2,9.0
1093,/organization/airphrame,2,9.0
1094,/organization/airpim,1,2.0
1096,/organization/airpos,3,1.0
1097,/organization/airpost-io,1,7.0
1098,/organization/airpr,4,9.0
1099,/organization/airpush,1,1.0
1100,/organization/airsage,1,9.0
1101,/organization/airseed,1,9.0
1102,/organization/airsense-wireless,2,9.0
1103,/organization/airship-ventures,3,6.5
1104,/organization/airsig-technology,1,9.0
1105,/organization/airsis,1,9.0
1106,/organization/airspan,1,9.0
1107,/organization/airstone-labs,3,9.0
1108,/organization/airstrip-technologies,4,9.0
1109,/organization/airsynergy,2,4.0
1110,/organization/airtasker,2,6.0
1111,/organization/airtight-networks,6,9.0
1112,/organization/airtime,7,9.0
1113,/organization/airu,1,9.0
1114,/organization/airvend,2,3.0
1115,/organization/airwalk-communications,4,9.0
1116,/organization/airware,11,9.0
1117,/organization/airwatch,2,9.0
1118,/organization/airway-therapeutics,3,8.0
1119,/organization/airwide-solutions,5,9.0
1120,/organization/airwoot,1,7.0
1121,/organization/airxpanders,7,9.0
1122,/organization/airy-labs,4,9.0
1124,/organization/aisle411,6,8.0
1125,/organization/aisle50,12,9.0
1126,/organization/aislebuyer,2,8.0
1127,/organization/aislefinder,1,3.0
1128,/organization/aislelabs,3,9.0
1129,/organization/aitainment,1,9.0
1130,/organization/aito-bv,2,5.0
1131,/organization/aito-technologies,1,9.0
1132,/organization/aivo,5,1.0
1133,/organization/aj-consulting,1,0.0
1135,/organization/aj-tech,1,9.0
1136,/organization/ajahn,1,2.0
1137,/organization/ajax-cloud9-ide,3,9.0
1138,/organization/ajax-street,1,6.0
1139,/organization/ajubeo,1,0.0
1140,/organization/ajungo,1,8.0
1141,/organization/ak-networks,13,9.0
1142,/organization/akaaki,2,9.0
1143,/organization/akademos,1,9.0
1144,/organization/akamedia,1,9.0
1145,/organization/akamon-entertainment,4,5.5
1146,/organization/akarx,2,9.0
1147,/organization/akatsuki-3,2,7.0
1148,/organization/akdemia,3,0.0
1149,/organization/akebia-therapeutics,10,9.0
1150,/organization/akelex,4,3.0
1151,/organization/akella,2,8.0
1152,/organization/akeneo,2,9.0
1153,/organization/akermin,5,9.0
1155,/organization/akimbi-systems,3,9.0
1156,/organization/akimbo,6,9.0
1157,/organization/akimbo-financial,2,3.5
1158,/organization/akimbo-llc,1,1.0
1159,/organization/akippa,1,7.0
1161,/organization/akira-technologies,2,8.5
1162,/organization/akita,1,4.0
1163,/organization/akoha,4,3.0
1165,/organization/akonni-biosystems,2,9.0
1166,/organization/akorri,4,9.0
1167,/organization/akosha,1,9.0
1168,/organization/akros-silicon,5,9.0
1169,/organization/aksel-paris,3,9.0
1170,/organization/aktana,1,9.0
1172,/organization/aktino,7,9.0
1173,/organization/aktivito,1,0.0
1174,/organization/akustica,2,8.0
1175,/organization/akvo,2,6.0
1176,/organization/akvolution,3,5.0
1177,/organization/al-detal-comercio-social-digital,2,0.0
1178,/organization/al-jazeera-agricultural,1,9.0
1179,/organization/al-nabil-food-industries,1,9.0
1180,/organization/alai,1,7.0
1181,/organization/alana-healthcare,1,9.0
1182,/organization/alandia-communication-systems,1,1.0
1184,/organization/alaris-royalty,6,9.0
1185,/organization/alarm-com,1,9.0
1186,/organization/alatest,2,9.0
1187,/organization/alawarentertainment,2,8.5
1189,/organization/albeo-technologies,2,6.0
1190,/organization/albert-medical-devices,4,8.0
1191,/organization/albireo,2,9.0
1192,/organization/alcanzar-solar,1,8.0
1193,/organization/alchemlist-5,1,1.0
1194,/organization/alchemy-pharmatech,2,8.5
1195,/organization/alchemy-pharmatech-ltd,1,8.0
1196,/organization/alchemyapi,1,9.0
1197,/organization/alchimer,1,9.0
1198,/organization/alchip-technologies-inc,2,9.0
1199,/organization/alcohoot,1,0.0
1200,/organization/alcresta,3,9.0
1201,/organization/alcyone-lifesciences,2,6.0
1202,/organization/aldagen,6,9.0
1203,/organization/aldea-pharmaceuticals,4,9.0
1204,/organization/aldebaran-robotics,5,9.0
1205,/organization/alder-biopharmaceuticals,7,9.0
1206,/organization/aldera,3,9.0
1208,/organization/aldis,4,8.5
1209,/organization/alea,2,8.0
1210,/organization/alector,2,9.0
1211,/organization/aledade,1,9.0
1212,/organization/aledia,4,9.0
1213,/organization/alegr-a,1,6.0
1214,/organization/alekto,1,5.0
1215,/organization/alektrona,1,8.0
1216,/organization/alephcloud-systems,1,6.0
1217,/organization/alephd,3,9.0
1218,/organization/alere-analytics,1,9.0
1219,/organization/alereon,9,9.0
1220,/organization/alert-logic,7,9.0
1221,/organization/alertenterprise,2,9.0
1222,/organization/alerts,1,5.0
1223,/organization/alethia-biotherapeutics,4,9.0
1224,/organization/alex-and-ani,1,0.0
1225,/organization/alexandalexa,1,9.0
1226,/organization/alexandre-de-paris,1,6.0
1227,/organization/alexis-bittar,1,0.0
1228,/organization/alfalight,1,9.0
1229,/organization/alfred,4,9.0
1230,/organization/alfresco,4,9.0
1231,/organization/alga-energy,1,5.0
1232,/organization/algal-scientific,3,7.0
1233,/organization/algenetix,1,4.0
1234,/organization/algentis,1,8.0
1235,/organization/algiax-pharmaceuticals,2,8.5
1236,/organization/algolia,6,9.0
1237,/organization/algolux,2,6.0
1238,/organization/algolytics,1,2.0
1239,/organization/algomi-ltd,1,9.0
1240,/organization/algonomics,4,8.0
1241,/organization/algorego,1,1.0
1242,/organization/algorithmia,5,7.0
1243,/organization/algotochip,1,0.0
1245,/organization/ali,2,9.0
1246,/organization/alianza,2,9.0
1247,/organization/alibaba,7,9.0
1248,/organization/alicanto,1,8.0
1249,/organization/alice-com,2,7.5
1250,/organization/alien-technology,9,9.0
1251,/organization/alienvault,11,9.0
1252,/organization/align-networks,1,9.0
1253,/organization/alignable,1,8.0
1254,/organization/alignalytics,3,7.0
1255,/organization/aligned-telehealth,2,4.0
1256,/organization/alignent-software,2,9.0
1257,/organization/alignment-healthcare,1,9.0
1258,/organization/aligo,4,9.0
1259,/organization/alike,1,9.0
1260,/organization/alimera-sciences,5,9.0
1261,/organization/alinto,1,7.0
1262,/organization/alion-energy,1,9.0
1264,/organization/alios-biopharma,4,9.0
1266,/organization/alivecor,4,9.0
1267,/organization/aliveshoes,1,5.0
1268,/organization/alixarx,1,9.0
1269,/organization/aliz-pharma,1,9.0
1270,/organization/alkami-technology,1,9.0
1271,/organization/alkeus-pharmaceuticals,1,6.0
1272,/organization/alkilu-enterprises,1,7.0
1273,/organization/all-campus,1,6.0
1274,/organization/all-copy-products,1,2.0
1275,/organization/all-def-digital,4,8.5
1276,/organization/all-in-one-medical,1,9.0
1277,/organization/all-my-data,1,0.0
1278,/organization/all-rights,1,5.0
1279,/organization/all-web-leads-inc,1,9.0
1280,/organization/allakos,6,9.0
1281,/organization/allazo-health,2,4.5
1282,/organization/allbound,1,1.0
1283,/organization/allbusiness-com,3,9.0
1284,/organization/allclasses,7,6.0
1285,/organization/allclear-id,2,9.0
1286,/organization/allecra-therapeutics,3,9.0
1287,/organization/allegiance,5,9.0
1288,/organization/allegiance-health-foundation,1,7.0
1289,/organization/allegorithmic,1,8.0
1290,/organization/allegro-development-corporation,2,9.0
1291,/organization/allegro-diagnostics,2,8.5
1292,/organization/allele-biotech,2,6.5
1293,/organization/allen-brothers,1,9.0
1294,/organization/allena-pharmaceuticals,3,9.0
1295,/organization/allergen-research-corporation,1,9.0
1297,/organization/allgoob,1,6.0
1298,/organization/allgreenup,1,8.0
1299,/organization/alliance-health-networks,4,9.0
1300,/organization/allied-digital-services,1,9.0
1301,/organization/allied-pacific-sports-network,2,6.0
1302,/organization/allied-resource-corporation,1,9.0
1303,/organization/alligator-bioscience,2,6.0
1304,/organization/allihub,3,9.0
1305,/organization/allinea-software,2,8.0
1306,/organization/allmyapps,1,9.0
1307,/organization/allocade,1,9.0
1308,/organization/allocadia,11,3.5
1309,/organization/allocure,3,9.0
1310,/organization/allofme,3,5.0
1311,/organization/alloka,2,3.5
1312,/organization/allon-therapeutics,1,9.0
1313,/organization/alloptic,3,8.0
1314,/organization/allostera-pharma,4,9.0
1315,/organization/allovue,3,5.0
1316,/organization/alloy-digital,2,8.0
1317,/organization/allozyne,5,9.0
1318,/organization/allpeers,2,9.0
1319,/organization/allstar-deals,1,9.0
1320,/organization/alltech-medical-systems,2,9.0
1321,/organization/alltherooms,1,8.0
